T,U:0,U:1,U:2,p,p_rgh,vtkValidPointMask,Points:0,Points:1,Points:2,Point ID
299.935,-0.357978,0.00654925,-0.137139,379.33,-4039.04,1,1.5,0.1,0.01,0
