T,U:0,U:1,U:2,p,p_rgh,vtkValidPointMask,Points:0,Points:1,Points:2,Point ID
303.15,4.03195,4.84e-05,0.00188489,-907.761,68.0998,1,1.5,0.1,0.01,0
